iter	Logloss
140	0.6520146803
141	0.6518337669
142	0.6515404042
143	0.6512830709
144	0.651117518
145	0.6509617988
146	0.6507380216
147	0.6504811537
148	0.6501511689
149	0.6498503962
150	0.6496174209
151	0.6493155174
152	0.6491142328
153	0.6489930289
154	0.6487524258
155	0.6484169368
156	0.6480209621
157	0.6478519753
158	0.6474824774
159	0.6472570133
160	0.647012665
161	0.6467115548
162	0.6465199525
163	0.6462817791
164	0.6461140705
165	0.645981588
166	0.6456382643
167	0.6453866587
168	0.6450935638
169	0.6448329177
170	0.6446679638
171	0.6445270573
172	0.6442131444
173	0.6439640004
174	0.6437477207
175	0.6434872038
176	0.6431936838
177	0.6429203652
178	0.6426871305
179	0.64243707
180	0.642177774
181	0.6417742706
182	0.6415005646
183	0.6414985002
184	0.641296022
185	0.6409438785
186	0.6405971757
187	0.6404437109
188	0.6402276624
189	0.6400107685
190	0.6398479633
191	0.6395938882
192	0.6394110734
193	0.6390877805
194	0.6388785772
195	0.6386496143
196	0.6385143529
197	0.6383116698
198	0.6381915073
199	0.6379853757
200	0.6378782735
201	0.6376170052
202	0.6374083074
203	0.6372901238
204	0.6369350977
205	0.6367815422
206	0.6365871043
207	0.6364817419
208	0.6362791533
209	0.6359708204
210	0.6357370955
211	0.6354878918
212	0.6352466359
213	0.6350678796
214	0.6349479597
215	0.6347230431
216	0.6346315232
217	0.6343556865
218	0.6341025322
219	0.633751726
220	0.6335980247
221	0.6333769535
222	0.6331413552
223	0.6329828014
224	0.6327506132
225	0.632491204
226	0.6323932918
227	0.6322190374
228	0.6318956285
229	0.6318358103
230	0.6315338174
231	0.631263469
232	0.631161052
233	0.6309145047
234	0.6306617544
235	0.6304533129
236	0.6302869943
237	0.6301877759
238	0.6299727831
239	0.6296988951
240	0.6295032391
241	0.6292867681
242	0.6290844871
243	0.6288794789
244	0.6287235554
245	0.6283996011
246	0.6282325523
247	0.6279912765
248	0.6277965463
249	0.6276700616
250	0.6275093239
251	0.6274319815
252	0.627279197
253	0.6270706116
254	0.6268959309
255	0.6267124627
256	0.6264898756
257	0.6263317896
258	0.6260992878
259	0.6259365133
260	0.6258035272
261	0.6254631682
262	0.6252766213
263	0.6250679943
264	0.6249317973
265	0.6247206317
266	0.6245823712
267	0.6244015385
268	0.6241610387
269	0.6240084217
270	0.6237930649
271	0.6236403792
272	0.6233851678
273	0.6231843925
274	0.622976645
275	0.6226956437
276	0.6224369776
277	0.6223223961
278	0.6222560871
279	0.6220245022
280	0.6218539862
281	0.6216524554
282	0.6213464351
283	0.6211533656
284	0.6208677024
285	0.6207395546
286	0.6205836478
287	0.6204422298
288	0.6201904718
289	0.6198860727
290	0.619665153
291	0.619449543
292	0.6191276126
293	0.6188965027
294	0.6188116966
295	0.6185338845
296	0.6183339304
297	0.6181303947
298	0.6179948421
299	0.6178843087
300	0.617646811
301	0.617474072
302	0.6172479778
303	0.6169944612
304	0.6168677528
305	0.6167077001
306	0.6164708897
307	0.6162828267
308	0.616002263
309	0.6158614617
310	0.6156349361
311	0.6154082056
312	0.6151053254
313	0.615027378
314	0.61480226
315	0.6146233262
316	0.6144444597
317	0.6142998859
318	0.614087438
319	0.6139058459
320	0.6138472824
321	0.6136507079
322	0.613457699
323	0.6131000872
324	0.612902477
325	0.6127521528
326	0.6125074352
327	0.6122652071
328	0.6120979224
329	0.6118982487
330	0.6116840987
331	0.611681232
332	0.6113982029
333	0.6112169311
334	0.6110962216
335	0.6109857846
336	0.6107734214
337	0.6105521778
338	0.610430824
339	0.6103363657
340	0.610090451
341	0.6098622964
342	0.6097436099
343	0.6094946462
344	0.6092357678
345	0.6090406353
346	0.6089022683
347	0.6087305103
348	0.608596529
349	0.608378639
350	0.608186605
351	0.6079514551
352	0.6077326353
353	0.6075975845
354	0.6073443063
355	0.6071599633
356	0.6069665599
357	0.606727448
358	0.606592025
359	0.6063985259
360	0.6062665733
361	0.6061232953
362	0.6058831739
363	0.6056719748
364	0.6053794503
365	0.6051790072
366	0.6049253398
367	0.6047601606
368	0.604636964
369	0.604522828
370	0.6043647943
371	0.6041352599
372	0.6039460084
373	0.603849887
374	0.603697998
375	0.6033171817
376	0.6031662185
377	0.6028746386
378	0.6027651738
379	0.6025502504
380	0.6023599422
381	0.6021754272
382	0.6020317533
383	0.6018234633
384	0.6016534469
385	0.6015404793
386	0.6015309126
387	0.6013790968
388	0.6012081851
389	0.6010495157
390	0.6007856883
391	0.6005182638
392	0.6003648085
393	0.6001944458
394	0.5999702461
395	0.5998219507
396	0.5995971514
397	0.5992941593
398	0.59916749
399	0.5990146569
400	0.5987082051
401	0.5984823025
402	0.5981768877
403	0.5979668027
404	0.5977920718
405	0.5975594164
406	0.5974056057
407	0.5972376278
408	0.5969483926
409	0.5968111775
410	0.5965432172
411	0.5964196417
412	0.5962329439
413	0.5962189472
414	0.5959106224
415	0.5956562745
416	0.5955250042
417	0.5953802803
418	0.595161255
419	0.5949912166
420	0.5947734199
421	0.5946531607
422	0.5945098079
423	0.5942261888
424	0.5940297162
425	0.5938869483
426	0.5936052837
427	0.593399105
428	0.5931940911
429	0.5930517716
430	0.5928750765
431	0.5926929616
432	0.5925400506
433	0.5923463464
434	0.5921489264
435	0.5919622837
436	0.5918075444
437	0.591526539
438	0.5913398398
439	0.5911174188
440	0.5908566773
441	0.5906555858
442	0.5905453895
443	0.590351487
444	0.5902023817
445	0.5899544055
446	0.5898789904
447	0.5896679963
448	0.5894785754
449	0.5893022646
450	0.5890917827
451	0.588886871
452	0.5886181911
453	0.5884777779
454	0.5882758624
455	0.5880776019
456	0.5878408061
457	0.5876818367
458	0.5874159803
459	0.5872205656
460	0.5869306064
461	0.5867188857
462	0.586504544
463	0.5863431539
464	0.586117625
465	0.5859465924
466	0.5857236745
467	0.5855793983
468	0.5852788153
469	0.5851812258
470	0.5849113736
471	0.5847163634
472	0.5845249304
473	0.5842714696
474	0.5841610693
475	0.58396703
476	0.5837202237
477	0.583510123
478	0.583296592
479	0.5830938265
480	0.582833311
481	0.5826878669
482	0.5824546344
483	0.5822985842
484	0.5821213721
485	0.5819544492
486	0.5816789637
487	0.5815022005
488	0.581307658
489	0.5811088337
490	0.5809193561
491	0.580725109
492	0.5805629146
493	0.5803928072
494	0.5800745196
495	0.5797025626
496	0.5795991202
497	0.579400792
498	0.5792225779
499	0.5789274031
500	0.5786716141
501	0.578478246
502	0.5783825717
503	0.5781131676
504	0.5779280169
505	0.577672631
506	0.5774498986
507	0.5772681817
508	0.5770946877
509	0.5768935263
510	0.5766934607
511	0.5764867012
512	0.5763109166
513	0.5762205887
514	0.5760685231
515	0.5758560828
516	0.5757223643
517	0.5755758703
518	0.5753487359
519	0.5751647594
520	0.5749843843
521	0.574793204
522	0.574633333
523	0.5743099045
524	0.5740684047
525	0.5739668839
526	0.5736923117
527	0.5734613259
528	0.5732653227
529	0.5728527895
530	0.5726512983
531	0.5724230816
532	0.5721662111
533	0.5720081331
534	0.5718747771
535	0.5716512819
536	0.5714449196
537	0.5710829141
538	0.5706672307
539	0.5703227359
540	0.5701307546
541	0.5698565052
542	0.5696842453
543	0.5693585299
544	0.5690258858
545	0.5688093996
546	0.5684075161
547	0.5681266545
548	0.5679008748
549	0.5676913106
550	0.5675228801
551	0.5671989094
552	0.566929954
553	0.5666390922
554	0.5663608913
555	0.5661581061
556	0.5659398152
557	0.5657813747
558	0.5654448306
559	0.565235138
560	0.5649846457
561	0.5648096399
562	0.5645005131
563	0.5642149023
564	0.5638398398
565	0.5636678305
566	0.5634947704
567	0.563278274
568	0.5630681855
569	0.5627267084
570	0.5624437582
571	0.5620516982
572	0.5618336243
573	0.5615712537
574	0.561258958
575	0.5608044764
576	0.5606663564
577	0.5604360138
578	0.5601740971
579	0.5599658639
580	0.5597823801
581	0.5595551351
582	0.5593815199
583	0.5590810661
584	0.5589878385
585	0.5586157011
586	0.5583898913
587	0.5580579954
588	0.5577853559
589	0.557614209
590	0.5574193466
591	0.5572447209
592	0.5569397237
593	0.556823917
594	0.5564001316
595	0.5562240485
596	0.555994636
597	0.5556523663
598	0.5554724986
599	0.5552439388
600	0.5550351513
601	0.5548346401
602	0.5546114663
603	0.5543315551
604	0.5541247521
605	0.553990053
606	0.5537611784
607	0.5534653623
608	0.5532321055
609	0.5530292421
610	0.5528295831
611	0.5526660863
612	0.5525251368
613	0.5522467087
614	0.5519484036
615	0.5517628565
616	0.5515285666
617	0.5513262395
618	0.5511339829
619	0.5510353833
620	0.5508952168
621	0.5506446167
622	0.5501940223
623	0.5497715329
624	0.5495940462
625	0.5493467896
626	0.5491909974
627	0.548834822
628	0.5487031601
629	0.5484613101
630	0.548237574
631	0.5480439506
632	0.5478715972
633	0.5477036899
634	0.5474319138
635	0.5472114583
636	0.5468936236
637	0.5466977219
638	0.5465491304
639	0.546224523
640	0.5458796718
641	0.5456082265
642	0.5453459243
643	0.5451629463
644	0.5450340291
645	0.544764487
646	0.5446250424
647	0.5443998337
648	0.5441466306
649	0.5439769974
650	0.5436792344
651	0.5434360784
652	0.5432694666
653	0.542982988
654	0.5428393228
655	0.5426336574
656	0.5425405206
657	0.5424133411
658	0.5420869112
659	0.5420034881
660	0.5417757734
661	0.541549008
662	0.5413047018
663	0.5410691268
664	0.5409275271
665	0.5407464421
666	0.5405722748
667	0.5403212447
668	0.5400863291
669	0.5397957752
670	0.5396502907
671	0.5394006605
672	0.539030459
673	0.5388936354
674	0.5386104267
675	0.5383909928
676	0.5381425259
677	0.5379750496
678	0.5378524156
679	0.5376215604
680	0.5374275047
681	0.5372120254
682	0.5370212677
683	0.5368581006
684	0.5364828013
685	0.5362061927
686	0.5360093189
687	0.5357950331
688	0.5354469297
689	0.5352508094
690	0.5351035918
691	0.5348170864
692	0.5344341767
693	0.5343203098
694	0.5341568325
695	0.5339589524
696	0.5337831199
697	0.5336178029
698	0.5333955032
699	0.5332492748
700	0.5330886773
701	0.5328862508
702	0.5327690547
703	0.5326536529
704	0.5325058345
705	0.5322455132
706	0.5320119059
707	0.5317813609
708	0.5316715939
709	0.5314375294
710	0.5312305253
711	0.5309158707
712	0.5304957129
713	0.5302004549
714	0.5301188484
715	0.5299101323
716	0.5297642434
717	0.5295539614
718	0.5293956351
719	0.5292309627
720	0.5290370383
721	0.5289371866
722	0.5287247571
723	0.5285313218
724	0.5281187003
725	0.5279744159
726	0.5277399505
727	0.5276234186
728	0.5274648666
729	0.5272807911
730	0.5271191644
731	0.5269646859
732	0.5267492283
733	0.526572574
734	0.526277254
735	0.5260786907
736	0.5258588866
737	0.5256263083
738	0.5254505417
739	0.5251385919
740	0.5249136021
741	0.5247043546
742	0.5244289567
743	0.5242072378
744	0.5239630864
745	0.5238026686
746	0.5237241116
747	0.5234816618
748	0.5233372935
749	0.5230387758
750	0.5228107636
751	0.5225156634
752	0.5223641979
753	0.522173941
754	0.5219566754
755	0.5217686194
756	0.5215326045
757	0.5211969926
758	0.5210596381
759	0.5209265993
760	0.5206981564
761	0.5204014294
762	0.5201868423
763	0.5199534432
764	0.5196887585
765	0.5195707598
766	0.5194650907
767	0.5192924027
768	0.5189785007
769	0.5187490862
770	0.5186117813
771	0.5184383776
772	0.5181647641
773	0.5178518661
774	0.5176255882
775	0.5174100131
776	0.5172835012
777	0.5171049095
778	0.5169468087
779	0.5167862017
780	0.5166645377
781	0.5165597767
782	0.5163449489
783	0.5162293913
784	0.5159664747
785	0.5158611361
786	0.5156925285
787	0.5154558189
788	0.5151698814
789	0.5149326751
790	0.5146384904
791	0.5144496067
792	0.5141512893
793	0.5139628968
794	0.5137256593
795	0.5135780905
796	0.5133970396
797	0.5131718818
798	0.512985566
799	0.5128512462
800	0.512711802
801	0.5125619948
802	0.5122968912
803	0.5119987302
804	0.511749333
805	0.5116464994
806	0.5115199377
807	0.5113314612
808	0.5111081867
809	0.5107787028
810	0.5106171236
811	0.5105131288
812	0.5103639515
813	0.5101707684
814	0.5099727016
815	0.5097685994
816	0.5094379567
817	0.5092562286
818	0.5091103375
819	0.508978053
820	0.5087605862
821	0.5085699642
822	0.5082884391
823	0.507962525
824	0.5078189386
825	0.5076242272
826	0.5075007726
827	0.5072570204
828	0.5070820194
829	0.506956261
830	0.506703615
831	0.5064518882
832	0.506195634
833	0.5060380234
834	0.5057820029
835	0.5056272292
836	0.5055067524
837	0.5053689355
838	0.5051250905
839	0.5049103855
840	0.5046251977
841	0.5044645142
842	0.5043809232
843	0.5041633842
844	0.5039923364
845	0.503693768
846	0.5035952432
847	0.5034116184
848	0.503208766
849	0.5029821732
850	0.502808255
851	0.5025427221
852	0.5022789956
853	0.5021575626
854	0.5018672047
855	0.5016110157
856	0.5013906737
857	0.5012443811
858	0.5011274913
859	0.5009861936
860	0.5007450186
861	0.500633612
862	0.5004090223
863	0.5002981551
864	0.50002107
865	0.4998895615
866	0.4997047251
867	0.499542977
868	0.4993305255
869	0.4991998422
870	0.4990932871
871	0.4989390514
872	0.4987329444
873	0.4984527811
874	0.4983134817
875	0.498210809
876	0.4980119102
877	0.4977537506
878	0.4975324219
879	0.4974161765
880	0.4972091043
881	0.4971193648
882	0.4969708264
883	0.4966786313
884	0.4964987375
885	0.4964141687
886	0.496102494
887	0.4959683211
888	0.4958254771
889	0.4957047917
890	0.4955129136
891	0.495390878
892	0.4952277852
893	0.4949280026
894	0.494846879
895	0.4945609785
896	0.4943707806
897	0.4942555451
898	0.4940194812
899	0.4938395057
900	0.4936660011
901	0.4933777727
902	0.4930383889
903	0.4928062819
904	0.4925389963
905	0.4923014971
906	0.4920411234
907	0.4919249911
908	0.4917381979
909	0.4915814123
910	0.4914142087
911	0.4912927047
912	0.4911458413
913	0.4910449824
914	0.4908319215
915	0.4907173047
916	0.4906038494
917	0.4904014835
918	0.4902826188
919	0.4900333375
920	0.4898745568
921	0.4898206
922	0.489546974
923	0.4892742315
924	0.4890528909
925	0.488907401
926	0.4887273966
927	0.4885266075
928	0.4883342912
929	0.4881683791
930	0.4879895364
931	0.4878033964
932	0.48766952
933	0.4875113673
934	0.4874147198
935	0.4872505489
936	0.4870885587
937	0.4869332704
938	0.4867882824
939	0.4866203416
940	0.4864924832
941	0.4863136389
942	0.4861857554
943	0.4860663151
944	0.4859004552
945	0.4857014176
946	0.4855349721
947	0.4854427222
948	0.4853225789
949	0.4850731004
950	0.484853608
951	0.4846231692
952	0.4845375086
953	0.484313176
954	0.4842488873
955	0.4841182305
956	0.4839254582
957	0.4837549311
958	0.4834688415
959	0.4832902353
960	0.4829309498
961	0.4827186742
962	0.4825948627
963	0.4823620525
964	0.4821661477
965	0.4820828499
966	0.4819420532
967	0.4817085919
968	0.4815772949
969	0.4813367753
970	0.4811693443
971	0.4810469874
972	0.480915428
973	0.4808122195
974	0.4806596523
975	0.4805438274
976	0.4804483894
977	0.4803216052
978	0.480204692
979	0.4801016396
980	0.4798573785
981	0.4796730427
982	0.4794639624
983	0.479269944
984	0.4791130305
985	0.479026835
986	0.4788835352
987	0.4786294703
988	0.4785111848
989	0.4782758539
990	0.4781561834
991	0.478062877
992	0.4779265896
993	0.4778451003
994	0.4775955505
995	0.4774605535
996	0.4772645942
997	0.4771239451
998	0.4769999854
999	0.4768200581
